SolSuspensaoTotais,NitrogenioTotal,Clorofila,SolTotais,DBO,FosforoTotal,Nitratos,SolDissolvidosTotais,NitrogenioAmoniacal,Turbidez,Delta T,OD,TempAr,TempAmostra,pH,Município,Primavera,Inverno,Outono,Verao,Classe,Nome do manancial superficial,Date_x,Categoria do manancial superficial,Unidade,Resultado,UF,Região Geográfica,Outlier
50.0,1.0,0.7599999904632568,92.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,5.900000095367432,-0.6000003814697266,6.639999866485596,26.0,26.600000381469727,7.289999961853027,SANTO ESTEVAO,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,3375.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,80.0,2.0,0.0299999993294477,0.0799999982118606,50.0,0.4000000059604645,11.0,-1.0,6.699999809265137,25.0,26.0,6.789999961853027,SANTO ESTEVAO,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,3375.0,BA,NORDESTE,1
50.0,1.0,5.099999904632568,90.0,3.0,0.0199999995529651,0.0199999995529651,80.0,0.4000000059604645,4.900000095367432,-0.39999961853028054,6.460000038146973,25.0,25.39999961853028,4.170000076293945,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,82.0,3.0,0.0199999995529651,0.0199999995529651,82.0,0.4000000059604645,3.5999999046325684,5.299999237060547,7.130000114440918,28.0,22.700000762939453,7.0,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,2.5,114.0,3.0,0.0199999995529651,0.0199999995529651,112.0,0.4000000059604645,3.0,-0.8999996185302805,7.21999979019165,27.0,27.89999961853028,7.710000038146973,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,50.0,3.0,0.0199999995529651,0.050000000745058,50.0,0.4000000059604645,3.5,1.5,7.429999828338623,25.0,23.5,4.099999904632568,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.4600000381469729,129.0,3.0,0.0199999995529651,0.0199999995529651,52.0,0.4000000059604645,4.5,1.2999992370605469,7.119999885559082,29.0,27.700000762939453,7.0,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,90.0,3.0,0.0199999995529651,0.0199999995529651,90.0,0.4000000059604645,5.900000095367432,-1.2000007629394531,6.619999885559082,24.0,25.200000762939453,7.090000152587891,SANTA TERESINHA,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.659999966621399,85.0,2.0,0.0199999995529651,0.0700000002980232,76.0,0.4000000059604645,6.099999904632568,-2.0,6.239999771118164,29.0,31.0,6.900000095367432,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-26,rio,Cylindrospermopsis sp.,10500.0,BA,NORDESTE,1
50.0,2.0,2.220000028610229,101.0,2.0,0.0199999995529651,0.0199999995529651,80.0,0.4000000059604645,26.0,-1.1000003814697266,6.309999942779541,25.0,26.100000381469727,5.869999885559082,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,4900.0,BA,NORDESTE,1
50.0,2.0,0.7599999904632568,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,3.900000095367432,1.6000003814697195,4.579999923706055,25.0,23.39999961853028,5.880000114440918,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,4900.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,52.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.099999904632568,-0.2999992370605469,6.440000057220459,27.0,27.299999237060547,7.300000190734863,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,10800.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,62.0,2.0,0.209999993443489,0.0399999991059303,50.0,0.4000000059604645,12.0,0.6000003814697195,6.840000152587891,26.0,25.39999961853028,6.949999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,10800.0,BA,NORDESTE,1
50.0,1.0,0.6499999761581421,82.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.199999809265137,0.6000003814697195,5.21999979019165,27.0,26.39999961853028,7.53000020980835,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,10800.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,92.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,5.900000095367432,-0.6000003814697266,6.639999866485596,26.0,26.600000381469727,7.289999961853027,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,10800.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,80.0,2.0,0.0299999993294477,0.0799999982118606,50.0,0.4000000059604645,11.0,-1.0,6.699999809265137,25.0,26.0,6.789999961853027,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,10800.0,BA,NORDESTE,1
50.0,1.0,22.700000762939453,184.0,2.0,0.050000000745058,0.0199999995529651,182.0,0.4000000059604645,4.599999904632568,0.7000007629394531,8.210000038146973,29.0,28.299999237060547,8.460000038146973,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,9600.0,BA,NORDESTE,1
50.0,1.0,14.5,213.0,2.0,0.1700000017881393,0.1000000014901161,211.0,0.4000000059604645,12.0,1.0,6.099999904632568,28.5,27.5,7.690000057220459,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,9600.0,BA,NORDESTE,1
50.0,1.0,7.940000057220459,122.0,2.0,0.0799999982118606,0.0199999995529651,103.0,0.4000000059604645,13.0,3.5,5.610000133514404,31.0,27.5,6.28000020980835,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,11700.0,BA,NORDESTE,1
50.0,1.0,1.409999966621399,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,10.0,5.399999618530273,3.0899999141693115,30.0,24.600000381469727,6.559999942779541,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,11700.0,BA,NORDESTE,1
50.0,1.0,5.099999904632568,90.0,3.0,0.0199999995529651,0.0199999995529651,80.0,0.4000000059604645,4.900000095367432,-0.39999961853028054,6.460000038146973,25.0,25.39999961853028,4.170000076293945,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,82.0,3.0,0.0199999995529651,0.0199999995529651,82.0,0.4000000059604645,3.5999999046325684,5.299999237060547,7.130000114440918,28.0,22.700000762939453,7.0,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,2.5,114.0,3.0,0.0199999995529651,0.0199999995529651,112.0,0.4000000059604645,3.0,-0.8999996185302805,7.21999979019165,27.0,27.89999961853028,7.710000038146973,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,50.0,3.0,0.0199999995529651,0.050000000745058,50.0,0.4000000059604645,3.5,1.5,7.429999828338623,25.0,23.5,4.099999904632568,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,1.4600000381469729,129.0,3.0,0.0199999995529651,0.0199999995529651,52.0,0.4000000059604645,4.5,1.2999992370605469,7.119999885559082,29.0,27.700000762939453,7.0,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,90.0,3.0,0.0199999995529651,0.0199999995529651,90.0,0.4000000059604645,5.900000095367432,-1.2000007629394531,6.619999885559082,24.0,25.200000762939453,7.090000152587891,CANDEIAS,0,1,0,0,0,RIO PARAGUACU,2019-09-10,rio,Cylindrospermopsis sp.,1200.0,BA,NORDESTE,1
50.0,1.0,7.940000057220459,122.0,2.0,0.0799999982118606,0.0199999995529651,103.0,0.4000000059604645,13.0,3.5,5.610000133514404,31.0,27.5,6.28000020980835,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,13800.0,BA,NORDESTE,1
50.0,1.0,1.409999966621399,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,10.0,5.399999618530273,3.0899999141693115,30.0,24.600000381469727,6.559999942779541,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,13800.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,52.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.099999904632568,-0.2999992370605469,6.440000057220459,27.0,27.299999237060547,7.300000190734863,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,2000.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,62.0,2.0,0.209999993443489,0.0399999991059303,50.0,0.4000000059604645,12.0,0.6000003814697195,6.840000152587891,26.0,25.39999961853028,6.949999809265137,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,2000.0,BA,NORDESTE,1
50.0,1.0,0.6499999761581421,82.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.199999809265137,0.6000003814697195,5.21999979019165,27.0,26.39999961853028,7.53000020980835,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,2000.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,92.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,5.900000095367432,-0.6000003814697266,6.639999866485596,26.0,26.600000381469727,7.289999961853027,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,2000.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,80.0,2.0,0.0299999993294477,0.0799999982118606,50.0,0.4000000059604645,11.0,-1.0,6.699999809265137,25.0,26.0,6.789999961853027,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,2000.0,BA,NORDESTE,1
50.0,1.0,1.7400000095367432,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,1.2999999523162842,-1.3999996185302805,4.690000057220459,19.0,20.39999961853028,6.210000038146973,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-10,rio,Cylindrospermopsis sp.,15000.0,BA,NORDESTE,1
50.0,1.0,0.9800000190734864,50.0,2.0,0.0299999993294477,0.1700000017881393,50.0,0.4000000059604645,3.200000047683716,2.799999237060547,7.159999847412109,26.0,23.200000762939453,5.590000152587891,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-10,rio,Cylindrospermopsis sp.,15000.0,BA,NORDESTE,1
50.0,1.0,8.039999961853027,218.0,2.0,0.1199999973177909,0.0599999986588954,187.0,0.4000000059604645,23.0,2.200000762939453,8.300000190734863,30.0,27.799999237060547,8.359999656677246,SANTA TERESINHA,0,0,1,0,0,RIO PARAGUACU,2017-04-24,rio,Cylindrospermopsis sp.,500.0,BA,NORDESTE,1
50.0,1.0,1.659999966621399,85.0,2.0,0.0199999995529651,0.0700000002980232,76.0,0.4000000059604645,6.099999904632568,-2.0,6.239999771118164,29.0,31.0,6.900000095367432,SANTO ESTEVAO,0,0,1,0,0,RIO PARAGUACU,2018-03-26,rio,Cylindrospermopsis sp.,10333.0,BA,NORDESTE,1
50.0,1.0,7.659999847412109,218.0,3.0,0.1000000014901161,0.2000000029802322,174.0,0.4000000059604645,7.199999809265137,5.200000762939453,6.920000076293945,34.0,28.799999237060547,7.46999979019165,RAFAEL JAMBEIRO,0,1,0,0,0,RIO PARAGUACU,2019-07-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,4.78000020980835,208.0,3.0,0.1099999994039535,0.1599999964237213,172.0,0.4000000059604645,7.699999809265137,5.899999618530273,6.46999979019165,33.0,27.100000381469727,7.25,RAFAEL JAMBEIRO,0,1,0,0,0,RIO PARAGUACU,2019-07-09,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,3.640000104904175,92.0,3.0,0.0399999991059303,0.0299999993294477,74.0,0.4000000059604645,3.400000095367432,0.8999996185302734,6.739999771118164,28.0,27.100000381469727,7.0,IBICOARA,0,1,0,0,0,RIO PARAGUACU,2019-09-17,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,14.300000190734863,74.0,5.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,10.600000381469728,-1.7000007629394531,5.670000076293945,29.0,30.700000762939453,7.559999942779541,IBICOARA,0,0,0,1,0,RIO PARAGUACU,2020-02-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.7899999618530271,50.0,3.0,0.0199999995529651,0.2899999916553497,50.0,0.4000000059604645,9.800000190734863,0.39999961853027344,5.900000095367432,31.0,30.600000381469727,7.75,IBICOARA,0,0,0,1,0,RIO PARAGUACU,2020-02-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.0299999713897705,50.0,3.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,6.699999809265137,3.6000003814697195,7.739999771118164,29.0,25.39999961853028,6.0,IBICOARA,0,0,0,1,0,RIO PARAGUACU,2020-02-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.409999966621399,56.0,3.0,0.0199999995529651,0.0199999995529651,54.0,0.4000000059604645,5.5,-0.7999992370605469,6.389999866485596,30.0,30.799999237060547,7.849999904632568,IBICOARA,0,0,0,1,0,RIO PARAGUACU,2020-02-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,1.7899999618530271,90.0,3.0,0.0199999995529651,0.0199999995529651,64.0,0.4000000059604645,7.800000190734863,-3.0,5.480000019073486,26.0,29.0,6.400000095367432,IBICOARA,0,0,0,1,0,RIO PARAGUACU,2020-02-11,rio,Cylindrospermopsis sp.,0.0,BA,NORDESTE,1
50.0,1.0,22.700000762939453,184.0,2.0,0.050000000745058,0.0199999995529651,182.0,0.4000000059604645,4.599999904632568,0.7000007629394531,8.210000038146973,29.0,28.299999237060547,8.460000038146973,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,2800.0,BA,NORDESTE,1
50.0,1.0,14.5,213.0,2.0,0.1700000017881393,0.1000000014901161,211.0,0.4000000059604645,12.0,1.0,6.099999904632568,28.5,27.5,7.690000057220459,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,2800.0,BA,NORDESTE,1
50.0,2.0,2.220000028610229,101.0,2.0,0.0199999995529651,0.0199999995529651,80.0,0.4000000059604645,26.0,-1.1000003814697266,6.309999942779541,25.0,26.100000381469727,5.869999885559082,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,17400.0,BA,NORDESTE,1
50.0,2.0,0.7599999904632568,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,3.900000095367432,1.6000003814697195,4.579999923706055,25.0,23.39999961853028,5.880000114440918,MURITIBA,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,17400.0,BA,NORDESTE,1
50.0,1.0,7.940000057220459,122.0,2.0,0.0799999982118606,0.0199999995529651,103.0,0.4000000059604645,13.0,3.5,5.610000133514404,31.0,27.5,6.28000020980835,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,12600.0,BA,NORDESTE,1
50.0,1.0,1.409999966621399,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,10.0,5.399999618530273,3.0899999141693115,30.0,24.600000381469727,6.559999942779541,CABACEIRAS DO PARAGUACU,1,0,0,0,0,RIO PARAGUACU,2018-10-08,rio,Cylindrospermopsis sp.,12600.0,BA,NORDESTE,1
50.0,1.0,22.700000762939453,184.0,2.0,0.050000000745058,0.0199999995529651,182.0,0.4000000059604645,4.599999904632568,0.7000007629394531,8.210000038146973,29.0,28.299999237060547,8.460000038146973,CONCEICAO DA FEIRA,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,4500.0,BA,NORDESTE,1
50.0,1.0,14.5,213.0,2.0,0.1700000017881393,0.1000000014901161,211.0,0.4000000059604645,12.0,1.0,6.099999904632568,28.5,27.5,7.690000057220459,CONCEICAO DA FEIRA,0,0,1,0,0,RIO PARAGUACU,2018-04-23,rio,Cylindrospermopsis sp.,4500.0,BA,NORDESTE,1
50.0,2.0,2.220000028610229,101.0,2.0,0.0199999995529651,0.0199999995529651,80.0,0.4000000059604645,26.0,-1.1000003814697266,6.309999942779541,25.0,26.100000381469727,5.869999885559082,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,5680.0,BA,NORDESTE,1
50.0,2.0,0.7599999904632568,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,3.900000095367432,1.6000003814697195,4.579999923706055,25.0,23.39999961853028,5.880000114440918,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-05-08,rio,Cylindrospermopsis sp.,5680.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,52.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.099999904632568,-0.2999992370605469,6.440000057220459,27.0,27.299999237060547,7.300000190734863,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,17600.0,BA,NORDESTE,1
50.0,1.0,1.090000033378601,62.0,2.0,0.209999993443489,0.0399999991059303,50.0,0.4000000059604645,12.0,0.6000003814697195,6.840000152587891,26.0,25.39999961853028,6.949999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,17600.0,BA,NORDESTE,1
50.0,1.0,0.6499999761581421,82.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,4.199999809265137,0.6000003814697195,5.21999979019165,27.0,26.39999961853028,7.53000020980835,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,17600.0,BA,NORDESTE,1
50.0,1.0,0.7599999904632568,92.0,2.0,0.0199999995529651,0.0599999986588954,50.0,0.4000000059604645,5.900000095367432,-0.6000003814697266,6.639999866485596,26.0,26.600000381469727,7.289999961853027,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,17600.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,80.0,2.0,0.0299999993294477,0.0799999982118606,50.0,0.4000000059604645,11.0,-1.0,6.699999809265137,25.0,26.0,6.789999961853027,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-06-11,rio,Cylindrospermopsis sp.,17600.0,BA,NORDESTE,1
50.0,1.0,1.7400000095367432,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,1.2999999523162842,-1.3999996185302805,4.690000057220459,19.0,20.39999961853028,6.210000038146973,CONCEICAO DA FEIRA,0,1,0,0,0,RIO PARAGUACU,2018-09-11,rio,Cylindrospermopsis sp.,8250.0,BA,NORDESTE,1
50.0,1.0,0.9800000190734864,50.0,2.0,0.0299999993294477,0.1700000017881393,50.0,0.4000000059604645,3.200000047683716,2.799999237060547,7.159999847412109,26.0,23.200000762939453,5.590000152587891,CONCEICAO DA FEIRA,0,1,0,0,0,RIO PARAGUACU,2018-09-11,rio,Cylindrospermopsis sp.,8250.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,96.0,2.0,0.0199999995529651,0.0199999995529651,72.0,0.4000000059604645,1.2999999523162842,-1.3999996185302805,6.360000133514404,27.0,28.39999961853028,4.199999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,13720.0,BA,NORDESTE,1
184.0,1.0,2.549999952316284,318.0,3.0,0.2199999988079071,0.1400000005960464,126.0,0.4000000059604645,210.0,-1.0,5.539999961853027,30.0,31.0,7.0,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,13720.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,70.0,2.0,0.0199999995529651,0.0199999995529651,66.0,0.4000000059604645,2.5999999046325684,-1.2000007629394531,7.449999809265137,27.0,28.200000762939453,4.21999979019165,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,13720.0,BA,NORDESTE,1
50.0,1.0,1.7899999618530271,92.0,2.0,0.0299999993294477,0.0199999995529651,80.0,0.4000000059604645,15.0,-1.0,6.380000114440918,29.0,30.0,7.699999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,13720.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,105.0,2.0,0.0199999995529651,0.0199999995529651,86.0,0.4000000059604645,2.0999999046325684,-2.0,7.25,29.0,31.0,7.360000133514404,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,13720.0,BA,NORDESTE,1
50.0,1.0,13.800000190734863,220.0,2.0,0.0799999982118606,0.0199999995529651,172.0,0.4000000059604645,5.400000095367432,1.7999992370605469,7.820000171661377,28.0,26.200000762939453,7.440000057220459,SANTO ESTEVAO,0,1,0,0,0,RIO PARAGUACU,2018-07-24,rio,Cylindrospermopsis sp.,7000.0,BA,NORDESTE,1
86.0,1.0,106.0,662.0,4.0,0.2199999988079071,0.0599999986588954,544.0,0.4000000059604645,32.0,1.7000007629394531,10.5,29.0,27.299999237060547,8.5600004196167,SANTO ESTEVAO,0,1,0,0,0,RIO PARAGUACU,2018-07-24,rio,Cylindrospermopsis sp.,7000.0,BA,NORDESTE,1
50.0,1.0,7.800000190734863,86.0,2.0,0.0399999991059303,0.0700000002980232,71.0,0.699999988079071,4.900000095367432,1.2999992370605469,6.730000019073486,27.0,25.700000762939453,8.84000015258789,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-17,rio,Cylindrospermopsis sp.,14250.0,BA,NORDESTE,1
50.0,1.0,7.940000057220459,122.0,2.0,0.0799999982118606,0.0199999995529651,103.0,0.4000000059604645,13.0,3.5,5.610000133514404,31.0,27.5,6.28000020980835,SANTO ESTEVAO,1,0,0,0,0,RIO PARAGUACU,2018-10-09,rio,Cylindrospermopsis sp.,4320.0,BA,NORDESTE,1
50.0,1.0,1.409999966621399,50.0,2.0,0.0199999995529651,0.0199999995529651,50.0,0.4000000059604645,10.0,5.399999618530273,3.0899999141693115,30.0,24.600000381469727,6.559999942779541,SANTO ESTEVAO,1,0,0,0,0,RIO PARAGUACU,2018-10-09,rio,Cylindrospermopsis sp.,4320.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,96.0,2.0,0.0199999995529651,0.0199999995529651,72.0,0.4000000059604645,1.2999999523162842,-1.3999996185302805,6.360000133514404,27.0,28.39999961853028,4.199999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,19200.0,BA,NORDESTE,1
184.0,1.0,2.549999952316284,318.0,3.0,0.2199999988079071,0.1400000005960464,126.0,0.4000000059604645,210.0,-1.0,5.539999961853027,30.0,31.0,7.0,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,19200.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,70.0,2.0,0.0199999995529651,0.0199999995529651,66.0,0.4000000059604645,2.5999999046325684,-1.2000007629394531,7.449999809265137,27.0,28.200000762939453,4.21999979019165,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,19200.0,BA,NORDESTE,1
50.0,1.0,1.7899999618530271,92.0,2.0,0.0299999993294477,0.0199999995529651,80.0,0.4000000059604645,15.0,-1.0,6.380000114440918,29.0,30.0,7.699999809265137,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,19200.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,105.0,2.0,0.0199999995529651,0.0199999995529651,86.0,0.4000000059604645,2.0999999046325684,-2.0,7.25,29.0,31.0,7.360000133514404,CABACEIRAS DO PARAGUACU,0,0,1,0,0,RIO PARAGUACU,2018-03-20,rio,Cylindrospermopsis sp.,19200.0,BA,NORDESTE,1
50.0,1.0,0.7099999785423279,84.0,2.0,0.0199999995529651,0.1000000014901161,74.0,0.4000000059604645,3.299999952316284,1.1000003814697195,5.760000228881836,27.0,25.89999961853028,7.400000095367432,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-10,rio,Cylindrospermopsis sp.,15000.0,BA,NORDESTE,1
50.0,1.0,0.4000000059604645,156.0,2.0,0.0199999995529651,0.0299999993294477,150.0,0.4000000059604645,1.7999999523162842,-0.6000003814697266,8.550000190734863,29.0,29.600000381469727,6.639999866485596,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-10,rio,Cylindrospermopsis sp.,15000.0,BA,NORDESTE,1
50.0,1.0,1.0399999618530271,100.0,2.0,0.0199999995529651,0.0900000035762786,82.0,0.4000000059604645,2.700000047683716,1.1000003814697195,6.679999828338623,28.0,26.89999961853028,7.590000152587891,CABACEIRAS DO PARAGUACU,0,1,0,0,0,RIO PARAGUACU,2018-09-10,rio,Cylindrospermopsis sp.,15000.0,BA,NORDESTE,1
